pics,summary,tel,site,time,traffic,ticket,opentime,location,insides,id,name
8,,,,,,,,武汉市黄陂区S1岱黄高速出口,,35609,灵泉寺
2,,027-87641163,,,,,,武汉市武昌区南麓武珞路517号,,5787,施洋烈士陵园
13,,,,,,,,湖北省武汉江岸区,,35641,长春街
7,,,,,,,,冶金大道30,,3331179,中国武钢博物馆
1,,027-86776341,,,,20元,,武汉市武昌区东湖路182号,,6773,东湖鸟语林(已停业)
15,　　大好河山休闲旅游区位于武汉市蔡甸区，毗邻武汉开发区，邻近汉宜高速，交通便捷，这里是知音故里，亦是国家级森林公园，其中林木翠绿、空气清新、四季色彩绚丽、湖光渺渺、水流潺潺，自然资源丰富，具有深厚的人文底蕴，在您游览行走间，丝竹器乐之声飘逸入耳、高山流水之情荡漾于心，这种轻松惬意的感觉让人如何不想往。　　大好河山已成为市民观光踏青、户外拓展运动、企业会议培训、运动休闲的热点。 连理湖：“连理湖上接连理 ”， 湖光渺渺、水波荡漾的连理湖为婚典文化区，这里精心打造的大型水上生态浪漫婚典、草坪婚典、56民族民俗婚典、西式婚典等，完美展现了婚典文化魅力，让您充分感受到“在旅游中婚典 在婚典中旅游”。 　　　　知音谷：琴声幽幽、水流潺潺的知音谷，在山谷间延山涧逆流而上，子期草庐、山人居、洗月池、抚琴石等景点建筑及人文典故，完美演绎着“高山流水遇知音 ”的千古经典文化。诗竹轩：竹林掩映、清新俊雅、茶园旁卧的诗竹轩，为茶文化、琴棋书画、摄影展、学术会议等活动区。 交通,,,,,门票30人民币,08:30—17:00。,武汉市蔡甸区永安镇九真山。,,5426973,武汉大好河山休闲旅游区
7,,,,,,,,武昌区武昌洪山宝通寺后山,,3446923,洪山宝塔
8,,,,,,,,武汉市武昌区彭刘杨路258号,,17641435,辛亥革命博物馆
7,1866年，意大利传教士明仁笃主教从英租界工部局购地皮6044平方米，委托另一意大利教士余作宾修建教堂，系罗马巴西利卡式建筑风格。,,,,,,,湖北省武汉市江岸区上海路16号 ‎,,8084137,汉口天主堂
2,,,,,,,,中国湖北省武汉市武昌区友谊大道368号,,5680374,湖北大学
10,,028-85568847,,,,,,武汉市蔡甸区,,35652,嵩阳森林公园
5,荆州长江大桥位于湖北省长江中游的荆江河段，与318国道、宜黄高速公路、襄荆高速公路、荆常高速公路相连，是207国道跨越长河的咽喉工程。,,,,,,,湖北省长江中游的荆江河段,,9080812,荆州长江大桥
8,在黄鹤楼以东132米处，钢筋混凝土仿木结构，于1991年重建。亭名取自“崔颢题诗李白搁笔”的一段佳话。,,,,,,,武珞路阅马场黄鹤楼景区黄鹤楼以东132米处,,7386720,搁笔亭
5,1954年夏天，武汉遭受百年未遇的洪水威胁，当时武汉150万市民总动员，历时100天防汛，保卫了大武汉。1954年10月11日毛主席为武汉防汛斗争胜利题词：“慶祝武漢人民戰勝了一九五四年的洪水，還要準備戰勝今後可能發生的同樣嚴重的洪水。 毛澤東”    1969年， “毛主席为武汉人民战胜一九五四年洪水题词纪念碑”建立。,,,,,,,武汉江滩公园市政府段,,7386285,抗洪纪念碑
11,,,,,,,,湖北省武汉市武昌区沿湖大道,,6630987,屈原纪念馆
6,,,,,,,,中国湖北省武汉市汉阳区汉阳大道74号,,5687071,汉阳公园
14,前身为江汉苗圃，位于汉口常青路西侧，占地面积25.46万平方米，绿地面积21.87万平方米，水面积1.67万平方米，绿地率为91.93%，于1997年开始建设。该园拟建成一座具有欧式风格的公园。已建成首期16万平方米对外开放。,,,,,,08:00 - 18:00,中国湖北省武汉市江汉区江达路,,5681691,常青公园
1,原在武汉市武昌城外江中。相传由东汉末年弥衡在黄祖的长子黄射大会宾客时，即席挥笔写就一篇“锵锵戛金玉，句句欲飞鸣”的《鹦鹉赋》而得名。后弥衡被黄祖杀害，亦葬于洲上。历代不少名人，“藏船鹦鹉之洲”纵观大江景色，留下了很多诗篇，唐崔颢“晴川历历汉阳树，芳草萋萋鹦鹉洲”、李白“烟开兰叶香风暖，岸夹桃花锦浪生”、孟浩然“昔登江上黄鹤楼，遥看江中鹦鹉洲”，更是传颂一时的佳句。但此洲在明末逐渐沉没。现在汉阳拦江堤外的鹦鹉洲，系清乾隆年间（1736-1795）新淤的一洲，曾名“补课洲”，嘉庆间（1796一182O）将补课洲改名鹦鹉洲，并于光绪二十六年（1900年）重修了弥衡墓。墓为石建，方形，额题“汉处士弥衡墓”，甚为古朴别致。,,,,,,,武汉市汉阳区,,6227,鹦鹉洲
8,,,,,,,,武昌区武昌首义园美食广场横路内,,6471,梁子岛
15,1901年前后巴氏兄弟在汉口俄租界买了一大块地皮，范围包括东西向由两仪街（今洞庭街）到珞珈碑路（今珞珈山街），南北向由列尔宾街（今兰陵路）到今天的黎黄陂路。并在两仪街与三教街（今鄱阳街）交汇于黎黄陂路到兰陵路间的三角地带盖起了一栋等腰三角形的大房子，1901年始建，于1910年建成。这就是人们所称的巴公房子。建成后的巴公房子成为这一带俄租界的标志性建筑。,,,,313路、711路、559路、581路、588路、598路、707路、38路、轨道交通1号线、56路、520路、526路、548路、601路、608路、402路、801路、534路、622路、212路、68路、708路、721路、30路、502路、523路、527路、579路、606路、533路、553路等。,,,湖北省武汉市江岸区鄱阳街86号,,3310554,巴公房子
12,武汉三尤酒瓶博物馆由武汉市文化局领导管理，2003年批准成立的4个私人博物馆之一。馆藏酒瓶壹万余只（全部为精美陶瓷类的，每个都不一样），以收藏展示陶瓷，紫砂，艺术酒瓶（包括历朝历代）研究酒文化为宗旨的文化实体，专门从事酒文化研究，探讨和整理。,027-83212097,,,市区坐736路、741路、505路.222路三秀路站下。 621路.737路.二雅路下。 轻轨一号线五环路站下5分钟都直达景区。,20元,8：00-17：00,武汉市东西湖区开屏里66号,,5427599,武汉三尤酒瓶博物馆
23,云雾山以重峦叠嶂、气势雄伟而闻名江汉，是大别山脉与江汉平原的过渡地带，也是武汉市延绵最长的山脉。东至长岭镇山界，南与袁李湾富家冲新塘接壤，西北至孝昌县山界，总面积21.3平方公里。山内四季分明、日照充足，常年平均气温18℃，雨量充沛、气候宜人。植物种类丰富，有各种树木150余种，中草药材600余种，奇花异草，四时交替，森林覆盖率95%以上。气氛幽静，野趣弥漫，现已发现的兽类和禽类就有20多种。水体资源更是丰富，河溪纵横，泉瀑相间，滩潭点缀。云雾山以重峦叠嶂、气势雄伟而闻名江汉，是大别山脉与江汉平原的过渡地带，也是武汉市延绵最长的山脉。东至长岭镇山界，南与袁李湾富家冲新塘接壤，西北至孝昌县山界，总面积21.3平方公里。山内四季分明、日照充足，常年平均气温18℃，雨量充沛、气候宜人。植物种类丰富，有各种树木150余种，中草药材600余种，奇花异草，四时交替，森林覆盖率95%以上。气氛幽静，野趣弥漫，现已发现的兽类和禽类就有20多种。水体资源更是丰富，河溪纵横，泉瀑相间，滩潭点缀。,027-61661366,http://www.yunwushan.cn/Index.html,,乘车 从汉口头道街汽车站乘坐汉口至泡桐的中巴，抵达之后乘坐当地的“麻木”就可到达，8元/车。从汉口的发车时间末班大概是下午六点。从泡桐返回的中巴，末班是下午四点。票价10元。  自驾 路线一：汉口竹叶山走岱黄高速到黄陂向左转走黄孝公路至达义向右转走祁泡公路到泡桐店乘三轮车5分钟即可到达云雾山景区。 线路二:武汉汉口走机场高速经天河经祁泡公路到泡桐店乘三轮车5分钟即可到达云雾山景区。 线路三：中环将军路到横店再到张家店互通经祁泡公路到泡桐店乘三轮车5分钟即可到达云雾山景区。 贴士：从大门口到花神广场步行得两个多小时，建议坐景区内的电瓶车到花神广场，赏花后再步行游下山。,成人票50元，儿童票：身高1.2-1.4m半票25元，1.2m以下免票，60周岁到70周岁持老年证半票25元，70周岁以上凭老年证免票,7:00-19:00,湖北省武汉市黄陂区(西北部泡桐店境内),,5427215,云雾山
8,,,,,,,,卓刀泉路27,,3316280,古卓刀泉寺
2,,027-82320910,,,,,,中国湖北省武汉市江岸区解放大道2058号,,5689569,堤角公园
11,,,,,,,,水果湖畔,,3308654,放鹰台遗址
6,,,,,,,,湖北省武汉市江汉区香港路,,6630988,江汉湖区湿地
6,,,,,,,,中国湖北省武汉市武昌区解放路486号,,3318297,武昌廉政文化公园
2,武汉大学东湖分校即武汉东湖学院。 武汉东湖学院是国家教育部直属“211工程”及“985工程”建设重点大学、国家本科教学工作优秀学校——武汉大学申办的第一所独立院校。学校始建于2000年，位于素有“九省通衢”之称的湖北省武汉市，校园占地面积1507亩。学校现有60余个普通本、专科专业，涵盖文学、法学、理学、工学、经济学、管理学和艺术学等7个学科门类。学校有教师723人，其中中国工程院院士1人，国务院特殊津贴的专家9人，国家岗位科学家1人，博士生导师15人，硕士生导师61人。,,http://www.wdu.edu.cn/,,,,,中国湖北省武汉市江夏区文化路,,6046862,武汉大学东湖分校(东大门)
1,,,,,,,,武汉市江夏区五里界周岭村委会,,7690351,当代薰衣草风情园
5,位于黄鹤楼以西50米的正面台阶前裸露的岸石上，由龟、蛇、鹤三种吉祥动物组成。龟、蛇驮着双鹤奋力向上，黄鹤帽脚踏龟、蛇俯瞰人间。该铜雕高5.1米，重3.8吨，系纯黄铜铸成。,,,,,,,武珞路阅马场黄鹤楼景区黄鹤楼以西50米,,7386726,黄鹤归来铜雕
2,武当峡谷漂流位于湖北省丹江口市浪河镇黄龙山景区，漂流全程7.8公里，落差188米。丹江口武当峡谷漂流地处316国道，北距汉十高速武当山风景区出口20公里，东距土关垭出口9公里，距十堰市60公里，襄樊98公里，武汉360公里，西安280公里，郑州380公里。是目前鄂西北地区规模最大，自然河道最长，基础设施最完善，生态保护最完好的漂流。这里地理位置优越，有山有水，峡谷蜿蜒曲折，时缓时急，两岸壁石耸立，林木茂密。白天既可以水上的惊险刺激，又可领略沿岸的旖旎风景，夜晚还可以领略带有浓郁的阿里山风情的篝火晚会。整个景区集“雄、险、秀、奇、幽”于一体，堪称水上旅游的理想之地。 景区内人文自然风景比比皆是：清末庄园、老屋场、桂花场、八丈崖洞、碧玉潭、清凉谷、半月潭、珍珠瀑布、隔水飞岩、百步天梯、棋盘山观日出、阿里山文化风情园、画眉谷野战营等景点。景区周边旅游资源丰富，北有武当山、太极湖、金蟾峡、银梦湖，南有神农架、谷城薤山、承恩寺、房县野人谷，东有丹江大坝、净乐宫、牛河松林公园等著名景区。 景区内万亩茶园采茶：宝岛台湾阿里山集团高科技农业园提供的有机春季绿茶、红茶、铁观音及乌龙茶，让您感受到阿里山姑娘采茶的乐趣。另外采摘的茶叶可以通过景区茶厂专业技师代为炒制，活动结束游客可免费带走自己亲自采摘的茶叶干品。另外现场品尝各种档次的茶叶，由国内著名茶艺大师亲临现场讲解茶文化、茶知识，让您收获一生中最丰富的茶文化。,,,,公交线路 1.十堰到武当峡谷漂流乘车路线：十堰客运南站（十堰至丹江）—浪河3602路口（约一小时）—武当峡谷漂流（全程约一个半小时）2.襄阳到武当峡谷漂流乘车路线：襄阳汽车站（襄阳至十堰）—土关垭高速路口—浪河3602路口—武当峡谷漂流（全程约两个半小时） 自驾线路 1.十堰市区：十堰市区——十堰高速——土关垭高速路口——右手边指示牌（约25分钟）——浪河3602路口——峡谷漂流景区（全程约1小时） 2.襄阳：襄阳市区——襄阳高速——土关垭高速路口（向十堰方向行驶约20分钟）——浪河3602路口——绣漂流景区（全程约2小时） 3.丹江口：人民路-孟土路-G316-浪河大桥-终点(在道路右侧),,武当峡谷漂流景区：10:00—15:00 武当峡谷第一漂开漂时间：12：00-15：00,湖北省丹江口市浪河镇黄龙山景区,,5430559,武当峡谷漂流景区
7,‍‍花海乐园景区坐落于‍‍湖北省武汉市黄陂区研子镇木兰景区群，占地面积1500余亩，景区以“花木兰”文化为主题，以一年四季独具特色的梯田生态花卉景观及婚纱摄影为特色，辅以刺激、惊险的互动体验式游乐项目和精彩绝伦的特技表演，组成了一片坡地七彩花田和五大游玩主题区。‍‍,,,,公共交通：乘坐292前往黄陂旅游集散中心（终点），换乘大余湾班车即到。  自驾车：汉口竹叶山岱黄高速到黄陂转盘处，往木兰山大余湾方向直行约10公里至研子镇，沿右侧花海乐园旅游景区路牌行驶3公里即到。,,9:00-17:30。,武汉市黄陂区双泉村（大余湾景区对面）,,16747657,花海乐园
12,,,,,,,,中国湖北省武汉市武昌区天鹅路,,5687168,天鹅路放鹰台
10,东湖小天池CS野战（地点：武汉植物园梦天湖大酒店旁边）进行大型野外活动项目：真人CS 攻防战、  VIP保护战、进行剧本式战争：渗透者---死神舞蹈---圈套---沉默（攻防战:互为攻防、考验团队默契度VIP保护战:保护好VIP，安全到达指定地点，成功完成团队任务！剧本式战争:按照战争剧本进行实战演练，让队员真正体验到“你不是一个人在战斗”，不要当炮灰，我们拒绝无谓的牺牲，战术和配合在这一刻展现出来）,,,,,门票50人民币,,武昌南湖花园松涛苑,,5427303,东湖小天池CS野战
4,"卓刀泉起于东汉末年公元208年，蜀将关羽驻兵于武昌伏虎山，因缺水，羽以刀卓地，水涌成泉，故名卓刀泉。北临湖北武汉东湖风景区，东倚伏虎山。寺庙大部分建筑毁于战火，现存建筑大致为1916年重修。山门上刻有""卓刀泉""三字，进山门，为一四合院落。院落中央，为泉井；左右两厢为禅堂。再进为正殿，供关羽塑像。庙前泉水淙淙，庙周古木森森，宁静幽闲，别具山野情趣。",,,,,,,武汉市洪山区卓刀泉北路东湖桥1号,,3314219,卓刀泉
3,,,,,,,,湖北省武汉市洪山区,,3312159,朱碑亭
1,亭六角攒尖顶，翠瓦飞檐，宏丽壮观。亭内立有大理石碑，在正面刻有“六一惨案纪念碑”七字。背面记载着１９４７年５月２２日武汉大  学等校师生在中国共产党领导下进行反内战、反饥饿、反迫害斗争的经过和烈士殉难始末。  　,,,,,,,武昌区珞珈山山路16号武汉大学内,,6207,六一纪念亭
8,"道观河风景区位于新洲区东20km，距武汉市区69km，东与黄冈接壤，北与麻城毗邻。属大别山麓。 道观河地区的地貌一如它的身世坎坷起伏。东部是连绵的山丘，西部是丘陵岗地。一条河流,四季潺潺,自东向西而去，因该河与我国绝大多数河流的流向相反(自西向东)，因此人们称之为倒灌河。自东晋时有一著名道士羡慕此地风水，前来筑室炼丹，后来得道成仙。世人为了纪念他，于是将该河流改称道观河。 交通：在武汉客运港长途汽车站乘坐市郊旅游专线2路，汽车直达新洲道观河风景区，每日始发时间为早上9：00，单程票价为18元/人。",,,,,大门票：10元/人、报恩寺3元/人、宝玉石博览馆10元/人。,8:00—18:00,位于新洲区东20km，距武汉市区69km,,5434170,道观河风景区
2,,,,,,,,中国湖北省武汉市汉阳区汉阳大道2号,,3307512,汉阳莲花湖公园
12,,,,,,,,中国湖北省武汉市武昌区武珞路114号,,3319316,龙华寺
9,,027-88876559,,,,,,湖北省武汉市武昌区昙华林2号,,5685088,崇真堂
3,,027-68895192,,,,,,中国湖北省武汉市武昌区中山路374号,,5686757,湖北省美术院
3,,,,,,,,中国湖北省武汉市武昌区津水路,,35628,楚望台
1,,,,,,,,中国湖北省武汉市武昌区洪山路,,5686950,武汉工业学院
4,武汉黄陂知青岁月老年公寓占地100多亩，建筑面积15000平方米，总投资7000万元。演艺，毛泽东思想文艺宣传的怀旧演出，亦可自编自演、自娱自乐；怀旧展览，大型文革知青的文物书画展出，亦可自学自画自看。 交通,,,,,门票65人民币,,武汉市黄陂区长轩岭街,,5428597,知青岁月
1,武汉大学图书馆信息科学分馆位于珞珈山南麓，信息科学学部的中心。前身是武汉测绘科技大学图书馆，创建于1956年9月，1962年1月新馆建成，建筑面积6351平米。信息科学分馆是全国测绘科学文献收藏比较完备的单位之一。主要收藏大地测量、工程测量、摄影测量与遥感、地图制图、地理信息工程、测量仪器与制造、计算机科学、无线电电子学、电信技术、印刷技术、环境科学等学科的中外文图书、期刊、会议文献、本校区硕、博学位论文、技术标准、规范等各种类型的文献资料，《国外科学技术核心期刊总览》测绘学类核心期刊表中的12种期刊全部收藏；世界上出版最早的德国《测量》杂志从1873年的创刊号至今收藏完整。截止2006年底，信息科学分馆馆藏中外文图书约49万册、期刊5000余种、各种比例尺地形图、遥感影像相片、10万余张。,,,,,,,中国湖北省武汉市洪山区毕升路,,5689357,武汉大学图书馆信息科学分馆
1,武汉轻工大学（Wuhan Polytechnic University）原名武汉工业学院，是一所以工科为主干，工、管、理、文、经、农、艺、法等学科协调发展的多科性大学。学校创建于1951年，是全国最早一所培养粮食行业专门人才的学校。曾先后隶属于原国家粮食部、商业部、国内贸易部，1998年实行中央和地方共建，以湖北省管理为主的体制，是湖北省和国家粮食局重点支持建设的普通高校。2013年，武汉工业学院更名为武汉轻工大学。,027-83955620,,,,,,中国湖北省武汉市东西湖区马池路,,5687877,武汉轻工大学(南门)
2,,,,,,,,黎黄陂路10,,3310132,美国海军青年会旧址
5,汉口沿江大道与江汉路一带是近代时期英租界最为繁华的地区，汉口日清洋行旧址就坐落在两街交口处，是黄金地段中的黄金聚焦点。该建筑由汉口著名的建筑公司英商景明洋行设计，汉协盛营造厂施工，1928年建成，钢混结构。地上五层，地下一层，采用三段式构图。大楼在两街交口出另设以分入口，入口本身十分平淡，但上方缩进开一扇矩形窗，两侧立有爱奥尼克倚柱，顶部罩弧形山花，甚为精致，此处设计打破陈规，却产生了独特的效果。三四层之间排列爱奥尼克双柱，柱底和柱顶部都刻有精致的浮雕装饰。顶层正中建有一座古罗马风格的穹楼，塔司干双柱围拢一圈，盔型顶上开有巴洛克式小圆洞，穹楼顶端以一座小亭结束了这座装饰复杂的建筑。,,,,,,,江岸区沿江大道131,,3447541,汉口日清洋行大楼
1,,,,,,,,武汉市沿江大道,,9429127,武汉港
1,,027-88877807,,,,,,武汉市武昌区民主路187号,,31640,武汉市基督教武昌堂
2,华中地区最大郁金香主题公园、武汉“赏花游”新景点，此次百万株种球均从荷兰进口，耗资180万元，园区有五 大景点：分别为郁金香颂、翠园浣绿、樱棠霓舞、竹海听涛、东海垂钓。大郁金香核心主展区：京剧脸谱园、荷兰风情园、江南水乡园。新建荷兰风情园里荷兰风车、小木屋、竖琴广场以及 部分硬质铺装、园林扎景等全部建成；江南水乡园主要是环湖道路、水车再现水乡特色。园内还开辟有垂钓、射箭、围猎、高空秋千、花卉栽培体验等多个娱乐项目。面积近2万平方米的郁金香花海。,,,,,,,武汉市东西湖区吴新干线,,7690333,武汉东西湖郁金香主题公园
1,天行洲是长江中的沙洲，由长江中的泥沙冲积而成。天行洲约26平方公里，长江在洲头被一分为二，到洲尾再合二为一。,,,,,,,武汉市洪山区,,7392647,天行洲
3,今年的元宵节，第二届东湖灯会将延续上届的豪华阵容，不仅邀请来了国内顶级央视晚会布景团队，更融合了武汉当地特色，量身定做了近百组水陆灯组，并首次尝试融入LED、激光秀等高科技元素，市民在赏灯之余，可以体验互动激光表演和激光游戏。力图给武汉市民带来一场精致入微、气势恢宏的视觉盛宴。,,,,,,,湖北省武汉市武昌区东湖生态旅游风景区,,7047457,第二届武汉东湖灯会
2,,,,,,,,中国湖北省武汉市硚口区龙灯路,,5684151,月湖桥
1,,,,,,,8:30～17:00,湖北省武汉市武昌区,,35622,桂园
1,,,,,,,,武汉市武昌区东湖风景区西北湖畔,,6772,太平英雄  九女墩
1,中国科学院水生生物研究所，是中国唯一专门从事内陆水体生命过程、生态环境保护与生物资源利用研究的综合性学术研究机构，所址上海，1954年9月迁至武汉。,027-68780839,http://www.ihb.ac.cn/,,,,,武汉市武昌东湖南路7号,,5687250,东湖南路水生所
3,,,,,,,,武汉市黄陂区,,6566,杨楼子湾榨房
2,美国海军青年会旧址,027-82832142,,,,参考价格：岛屿观光：团队：80元/人散客：100元/人；远航精品船潜：580元/人（含体验潜水证）；岛屿潜水：480元/人（含体验潜水证）；水肺潜水：团队：260元/人散客：360元/人；摩托艇：团队,,武汉市江岸区黎黄陂路10号,,6774,武汉基督教青年会
5,“小伢当家”由大大小小的约50个场馆组成，从而形成了一个近15000平米的儿童育乐场所         1. 含盖了现实社会的多个方面，形成了一个真实的全面的模拟社区         2.每个馆的主题性在体现体验教育的主旨下，将国防、科普、拓展、竞技、亲子等方面内容进行有机调配，各自形成鲜明特色的主题馆         3.小伢当家每天二场，每场最多可接待约1000人；每场的营业时间约在4小时左右 交通,,,,,门票125人民币,,武汉市鹦鹉大道27号钟家村新世界百货8楼,,5428020,小伢当家儿童社会体验馆
1,武汉大学资源与环境科学学院是一个集工科、理科与管理类专业于一体的综合性学院，由原武汉测绘科技大学土地科学学院、原武汉大学环境科学与工程系和原武汉水利电力大学化学与环境工程系环境工程专业于2001年1月3月合并组建而成。,,,,,,,中国湖北省武汉市洪山区新疆路,,5690155,武汉大学资源与环境科学学院
6,,027-82835804;027-82844493,,,,,,洞庭街65,,3314200,詹天佑故居
4,,,,,,,,中国湖北省武汉市江汉区后襄河北路,,5679748,后襄河公园
1,武汉大学生命科学学院历史悠久，可以追溯到1893年武汉大学建校之1922年成立生物学系，1978年成立病毒学系， 1992年生物学系、病毒学系和生物工程中心合并成立生命科学学院。经过历代师生员工的努力，特别是一批学术造诣深、治学严谨、国内外知名的高水平生物学家，如汤佩松、何定杰、舒红兵等在此辛勤耕耘，使学院成为学科门类齐全，综合实力较强，在国内外有较大影响的研究型学院。长期以来，学院形成了求真务实、开拓创新的优良院风和学风，现任院长为舒红兵教授。,,http://www.bio.whu.edu.cn/,,,,,中国湖北省武汉市洪山区八一路,,5689308,武汉大学生命科学学院
4,,,,,,,,武汉市洪山区喻家山北路上,,35642,僵鱼塘
0,琴台绿化广场位于汉阳琴台立交桥边，龟山西南脚下，北边为古琴台。广场的景点布局，取“高山流水”的主题，制作了一组叠泉。广场周边以不锈钢栏杆围合，突出开阔的视野、动静强烈对比的效果，充分体现广场的开放性、时代性。 为周边居民提供了休闲娱乐的最佳场所。,,,,,,,汉阳区琴台大道对面,,3298693,琴台绿化广场
1,徜徉在大自然怀抱中，尽情享受清新自然风光,,,,,,,湖北省武汉市武昌区沿湖大道22号,,7047465,东湖楚风乐园
0,,027-67819988,,,,,,中国湖北省武汉市武昌区东湖路136号,,5685656,武汉大学国际学术交流中心
2,,,,,,,,光谷大道,,17691442,藏龙岛
1,,,,,,20元,8:00－16:00,湖北省武汉市武昌区涂家岭四村51号,,6630986,莲溪禅寺
2,,027-81800028,,,,,,武汉市江夏区,,6776,江夏区大花山
0,东湖杜鹃园位于武汉东湖磨山景区内，始建于1985年，是以杜鹃花观赏为主题的专类园。杜鹃园占地30000平方米，栽种了30几个品种的杜鹃，近80万株。不仅有大片红色系的“毛杜鹃”、“夏鹃”等常见品种，还有水红色系的“粉红泡泡”、“玉麒麟”等杜鹃珍品。杜鹃盛开时节，漫山遍野、姹祡嫣红、千姿百态。,,,,,,,湖北省武汉市武昌区台北路225号东湖风景区内,,3449703,杜鹃园
0,武汉两江游览：日游、夜游。主打船只：晴川阁号，汉阳门号。一小时自助餐时间、一小时游江时间。,027-88109920,http://www.whljyl.com/,,,,,湖北省武汉市武昌区临江大道(武汉轮渡红巷旅游码头)房地产交易中心对面,,8976417,红巷旅游码头
2,武汉科技大学城市学院于2002年经湖北省人民政府批准成立，并经国家教育部核准备案。属本科层次的独立学院，具有独立法人资格。学院坐落于风景优美的武汉市东湖之滨，紧邻武汉火车站。现有占地面积860余亩，资产总值近10亿元，建筑面积近50万平方米，教学及生活设施完备、先进。其中教学仪器设备总值8000余万元，图书馆馆藏各类图书140余万册（含电子图书61余万册）。学院还建有千兆校园宽带网络、广播电台、英语教学专用无线广播台等。,,http://www.city.wust.edu.cn/,,,,,中国湖北省武汉市东湖生态旅游风景区黄家大湾特1号,,6003460,武汉科技大学城市学院
1,是一个活跃思维，锻炼脑力的教育场所,,,,,,,湖北省武汉友谊路中百仓储一楼,,7047461,武汉超嗨3D魔幻展
1,淡水生态与生物技术国家重点实验室依托于中国科学院水生生物研究所，1987年8月建成。该所坐落在湖北省武汉市武昌区东郊，面对波光浩淼的东湖，背靠风景秀丽的珞珈山。所舍占地面积26公顷，生活和工作设施齐全，环境幽雅恬静，交通便利，是理想的从事科学研究和追求学业的园地。实验室先后于1996年和2001年分别被授予优秀类国家重点实验室。,,,,,,,中国湖北省武汉市洪山区东湖南路7号,,5687211,淡水生态与生物技术国家重点实验室
0,,027-81623036,,,,,,龙泉乡龙泉山风景区,,17792863,灵泉寺
0,,,,,,,,中州社区,,17691391,观音岛
0,,027-81561913,,,,,,金口街中山舰路特一号,,17792800,中山舰博物馆
0,,027-87596838,,,,,,五里界街梁子湖大道特7号,,17792806,国际星河玫瑰艺术展(武汉站)
0,,,,,,,,中州社区,,17792866,观音岛
0,,17771749060,,,,,,纸坊四贤路101附2号,,17691433,慕尚庄园
0,,027-81561913,,,,,,金口街中山舰路特一号,,17691328,中山舰博物馆
0,,027-81623036,,,,,,龙泉乡龙泉山风景区,,17691388,灵泉寺
0,,17771749060,,,,,,纸坊四贤路101附2号,,17792908,慕尚庄园
0,,027-87596838,,,,,,五里界街梁子湖大道特7号,,17691334,国际星河玫瑰艺术展(武汉站)
0,,,,,,,,汤逊湖内,,17792905,汤逊湖
3,,027-86789624,,3小时,,30.00元,全天,中国湖北省武汉市武昌区沿湖大道,,5681031,疑海沙滩浴场
0,,,,,,,,汤逊湖内,,17691430,汤逊湖
0,,027-83212097,,,,,,开屏里66号,,17792989,三尤酒瓶博物馆
0,,027-81810234,,,,,,青龙山国家森林公园,,17691376,青龙山森林公园
0,,027-81810234,,,,,,青龙山国家森林公园,,17792851,青龙山森林公园
0,,027-83212097,,,,,,开屏里66号,,17691514,三尤酒瓶博物馆
0,,027-50464962,,,,,,金山大道和金南二路交汇处园博园,,17793013,武汉园博园
0,,027-50464962,,,,,,金山大道和金南二路交汇处园博园,,17691538,武汉园博园
0,,,,,,,,五里界中洲村,,17792821,七彩花海公园
0,,,,,,,,五里界中洲村,,17691349,七彩花海公园
1,遵循原生态和本土文化相结合的建设理念,027-87880766,,,,,,湖北武汉市江夏区五里界,,7047475,锦绣山庄
0,,027-87596838,,,,,,五里界街梁子湖大道特7号,,17691346,当代薰衣草风情园
0,,,,,,,,文化大道与谭鑫培路交口谭鑫培公园,,17691379,谭鑫培公园
0,,,,,,,,法泗镇斧山村附近,,17691427,鑫农湖荷花基地
0,,,,,,,,文化大道与谭鑫培路交口谭鑫培公园,,17792854,谭鑫培公园
0,,027-87596838,,,,,,五里界街梁子湖大道特7号,,17792818,当代薰衣草风情园
0,,,,,,,,法泗镇斧山村附近,,17792902,鑫农湖荷花基地
0,武汉首个鲜花主题公园“花世界”坐落在东西湖区石榴红村汉江江畔，占地600亩，由卓尔集团投资5000万元建设。现已全部建成，将现四季花开盛景。花世界以田园自然风光为基调，景区自东向西形似一片树叶，由叶脉状园路及汀步贯穿全园，并依常设品类规划为樱花园、碧桃园、紫薇园、香槐园、玉兰园、玫瑰园、百合园、玉簪园、金色葵园、海棠岭、梅岭、天鹅花溪共“九园二岭一花溪”的怡人景致。,,,,,,,武汉市东西湖区石榴红村汉江江畔,,7690291,武汉花世界
0,,027-69841448,,,268路蔡甸大街水务局站,,,中国湖北省武汉市蔡甸区蔡甸大街蔡甸大道870号,,6046710,蔡甸区科技馆
0,,,,,,,,梁子岛,,17792926,梦天湖
0,,18186137961,,,,,,郑店街道张涂街段岭庙老屋胡村,,17792815,江夏薰香悦花卉世界
0,,,,,,,,花山镇,,17691448,绿野山庄
0,,027-52101099,,,,,,东湖新技术开发区汤逊湖畔,,17691454,汤孙湖山庄
0,,027-81620543,,,,,,东南郊20公里处,,17792899,龙泉山风景区
0,,,,,,,,花山镇,,17792923,绿野山庄
0,,027-52101099,,,,,,东湖新技术开发区汤逊湖畔,,17792929,汤孙湖山庄
0,,18186137961,,,,,,郑店街道张涂街段岭庙老屋胡村,,17691343,江夏薰香悦花卉世界
0,,027-81620543,,,,,,东南郊20公里处,,17691424,龙泉山风景区
0,,,,,,,,梁子岛,,17691451,梦天湖
